ccdc_id,smi,rename_id,Spin-state behaviour,Spin-state of crystal structure
YUZTIX,c1cc(cnc1)c2cc-3[n+]4c(c2)-n5ccc[n+]5[Fe]467([n+]8n3ccc8)[n+]9cccn9-c1[n+]6c(cc(c1)c1cccnc1)-n1[n+]7ccc1,comp_229,spin-crossover,low-spin
YUZTUJ,c1cc(c[nH+]c1)c2cc-3[n+]4c(c2)-n5ccc[n+]5[Fe]467([n+]8n3ccc8)[n+]9cccn9-c1[n+]6c(cc(c1)c1cccnc1)-n1[n+]7ccc1,comp_230,spin-crossover,low-spin
ZIKKUC04,COc1ccccc1c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c(ccc9)-c1[n+]5c2ccccc2[nH]1)[n+]1c3cccc1-c1[n+]6[nH]c(c1)c1ccccc1OC,comp_231,spin-crossover,high-spin
ZIKKUC,COc1ccccc1c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c(ccc9)-c1[n+]5c2ccccc2[nH]1)[n+]1c3cccc1-c1[n+]6[nH]c(c1)c1ccccc1OC,comp_231,spin-crossover,mixture
ZIKMAK09,COc1ccccc1c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c(ccc9)-c1[n+]5c2ccccc2[nH]1)[n+]1c3cccc1-c1[n+]6[nH]c(c1)c1ccccc1OC,comp_231,spin-crossover,mixture
ZIKMAK05,COc1ccccc1c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c(ccc9)-c1[n+]5c2ccccc2[nH]1)[n+]1c3cccc1-c1[n+]6[nH]c(c1)c1ccccc1OC,comp_231,spin-crossover,low-spin
ZIMMAJ,c1c[n+]2c([nH]1)-c3[nH]cc[n+]3[Fe]245([n+]6cc[nH]c6-c7[n+]4cc[nH]7)[n+]8cc[nH]c8-c9[n+]5cc[nH]9,comp_232,high-spin,high-spin
ZOYKUV01,CCCCCCCCCCCCCCCC(=O)Nn1c(n[n+]2c1-c3cccc[n+]3[Fe]24([n+]5ccccc5-c6[n+]4nc(n6NC(=O)CCCCCCCCCCCCCCC)c7ccccn7)(N=C=S)N=C=S)c8ccccn8,comp_233,spin-crossover,high-spin
ZOYKUV,CCCCCCCCCCCCCCCC(=O)Nn1c(n[n+]2c1-c3cccc[n+]3[Fe]24([n+]5ccccc5-c6[n+]4nc(n6NC(=O)CCCCCCCCCCCCCCC)c7ccccn7)(N=C=S)N=C=S)c8ccccn8,comp_233,spin-crossover,low-spin
ZUBNAO01,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6ccc[n+]7c6c8c(c5n4)ccc[n+]8[Fe]79([n+]1cccc2c1c1[n+]9cccc1c1c2[nH]c(n1)c1c2ccccc2cc2c1cccc2)(N=C=S)N=C=S,comp_234,spin-crossover,high-spin
ZUBNAO,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6ccc[n+]7c6c8c(c5n4)ccc[n+]8[Fe]79([n+]1cccc2c1c1[n+]9cccc1c1c2[nH]c(n1)c1c2ccccc2cc2c1cccc2)(N=C=S)N=C=S,comp_234,spin-crossover,low-spin
ZUBNES,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6ccc[n+]7c6c8c(c5n4)ccc[n+]8[Fe]79([n+]1cccc2c1c1[n+]9cccc1c1c2[nH]c(n1)c1c2ccccc2cc2c1cccc2)(N=C=S)N=C=S,comp_234,spin-crossover,high-spin
ZUBNIW01,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6ccc[n+]7c6c8c(c5n4)ccc[n+]8[Fe]79([n+]1cccc2c1c1[n+]9cccc1c1c2[nH]c(n1)c1c2ccccc2cc2c1cccc2)(N=C=S)N=C=S,comp_234,spin-crossover,low-spin
ZUBNOC,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6ccc[n+]7c6c8c(c5n4)ccc[n+]8[Fe]79([n+]1cccc2c1c1[n+]9cccc1c1c2[nH]c(n1)c1c2ccccc2cc2c1cccc2)(N=C=S)N=C=S,comp_234,high-spin,high-spin
ZUCROE01,c1ccnc(c1)c2n[n+]3c(n2N)-c4cccc[n+]4[Fe]35([n+]6ccccc6-c7[n+]5nc(n7N)c8ccccn8)([N+]#CC(=c9ccc(=C(C#N)C#N)cc9)C#N)[N+]#CC(=c1ccc(=C(C#N)C#N)cc1)C#N,comp_235,spin-crossover,mixture
ZUCROE,c1ccnc(c1)c2n[n+]3c(n2N)-c4cccc[n+]4[Fe]35([n+]6ccccc6-c7[n+]5nc(n7N)c8ccccn8)([N+]#CC(=c9ccc(=C(C#N)C#N)cc9)C#N)[N+]#CC(=c1ccc(=C(C#N)C#N)cc1)C#N,comp_235,spin-crossover,low-spin
